"Purchase other maintenance resources" "Conspiracy13" 5;
"Direct debit / collect debtors" "Conspiracy13" 3000;
"Illicitly deregister 'Sales'" "Conspiracy14" 1;
"Illicitly deregister 'Maintenance visit'" "Conspiracy14" 5;
"Illicitly deregister 'Payment to creditors'" "Conspiracy14" 600;
"Illicitly deregister 'Purchase maintenance tools and transport'" "Conspiracy14" 1;
"Illicitly deregister 'Purchase other maintenance resources'" "Conspiracy14" 1;
"Illicitly deregister 'Direct debit / collect debtors'" "Conspiracy14" 600;
"Illicitly produce 'Maintenance supplies'" "Conspiracy14" 10;
"Illicitly produce 'Creditors'" "Conspiracy14" 510;
"Illicitly produce 'Maintenance man-hours'" "Conspiracy14" 15;
"Sales" "Conspiracy14" 1;
"Maintenance visit" "Conspiracy14" 5;
"Payment to creditors" "Conspiracy14" 600;
"Purchase maintenance tools and transport" "Conspiracy14" 1;
"Purchase other maintenance resources" "Conspiracy14" 1;
"Direct debit / collect debtors" "Conspiracy14" 600;
"Illicitly deregister 'Purchase maintenance supplies'" "Conspiracy15" 17;
"Illicitly deregister 'Sales'" "Conspiracy15" 2;
"Illicitly deregister 'Maintenance visit'" "Conspiracy15" 10;
"Illicitly deregister 'Payment to creditors'" "Conspiracy15" 1200;
"Illicitly deregister 'Purchase maintenance tools and transport'" "Conspiracy15" 2;
"Illicitly deregister 'Purchase other maintenance resources'" "Conspiracy15" 2;
"Illicitly deregister 'Direct debit / collect debtors'" "Conspiracy15" 1200;
"Illicitly consume 'Maintenance supplies'" "Conspiracy15" 150;
"Illicitly produce 'Maintenance man-hours'" "Conspiracy15" 30;
"Purchase maintenance supplies" "Conspiracy15" 17;
"Sales" "Conspiracy15" 2;
"Maintenance visit" "Conspiracy15" 10;
"Payment to creditors" "Conspiracy15" 1200;
"Purchase maintenance tools and transport" "Conspiracy15" 2;
"Purchase other maintenance resources" "Conspiracy15" 2;
"Direct debit / collect debtors" "Conspiracy15" 1200;
"Illicitly deregister 'Sales'" "Conspiracy16" 1;
"Illicitly deregister 'Maintenance visit'" "Conspiracy16" 5;
"Illicitly deregister 'Purchase maintenance tools and transport'" "Conspiracy16" 1;
"Illicitly deregister 'Purchase other maintenance resources'" "Conspiracy16" 1;
"Illicitly deregister 'Direct debit / collect debtors'" "Conspiracy16" 600;
"Illicitly consume 'Cash / bank'" "Conspiracy16" 600;
"Illicitly produce 'Maintenance supplies'" "Conspiracy16" 10;
"Illicitly consume 'Creditors'" "Conspiracy16" 90;
"Illicitly produce 'Maintenance man-hours'" "Conspiracy16" 15;
"Sales" "Conspiracy16" 1;
"Maintenance visit" "Conspiracy16" 5;
"Purchase maintenance tools and transport" "Conspiracy16" 1;
"Purchase other maintenance resources" "Conspiracy16" 1;
"Direct debit / collect debtors" "Conspiracy16" 600;
"Illicitly deregister 'Sales'" "Conspiracy17" 1;
"Illicitly deregister 'Maintenance visit'" "Conspiracy17" 5;
"Illicitly deregister 'Purchase maintenance tools and transport'" "Conspiracy17" 1;
"Illicitly deregister 'Purchase other maintenance resources'" "Conspiracy17" 1;
"Illicitly produce 'Maintenance supplies'" "Conspiracy17" 10;
"Illicitly consume 'Creditors'" "Conspiracy17" 90;
"Illicitly produce 'Maintenance man-hours'" "Conspiracy17" 15;
"Illicitly consume 'Debtors'" "Conspiracy17" 600;
"Sales" "Conspiracy17" 1;
"Maintenance visit" "Conspiracy17" 5;
"Purchase maintenance tools and transport" "Conspiracy17" 1;
"Purchase other maintenance resources" "Conspiracy17" 1;
"Illicitly deregister 'Sales'" "Conspiracy18" 4;
"Illicitly deregister 'Maintenance visit'" "Conspiracy18" 20;
"Illicitly deregister 'Payment to creditors'" "Conspiracy18" 1200;
"Illicitly deregister 'Purchase maintenance tools and transport'" "Conspiracy18" 4;
"Illicitly deregister 'Purchase other maintenance resources'" "Conspiracy18" 25;
"Illicitly deregister 'Labor & salary payment'" "Conspiracy18" 4;
"Illicitly deregister 'Direct debit / collect debtors'" "Conspiracy18" 2400;
"Illicitly produce 'Maintenance supplies'" "Conspiracy18" 40;
"Illicitly consume 'Other maintenance resources'" "Conspiracy18" 105;
"Sales" "Conspiracy18" 4;
"Maintenance visit" "Conspiracy18" 20;
"Payment to creditors" "Conspiracy18" 1200;
"Purchase maintenance tools and transport" "Conspiracy18" 4;
"Purchase other maintenance resources" "Conspiracy18" 25;
"Labor & salary payment" "Conspiracy18" 4;
"Direct debit / collect debtors" "Conspiracy18" 2400;
"Illicitly deregister 'Sales'" "Conspiracy19" 5;
"Illicitly deregister 'Maintenance visit'" "Conspiracy19" 25;
"Illicitly deregister 'Payment to creditors'" "Conspiracy19" 1500;
"Illicitly deregister 'Purchase maintenance tools and transport'" "Conspiracy19" 26;
"Illicitly deregister 'Purchase other maintenance resources'" "Conspiracy19" 5;
"Illicitly deregister 'Labor & salary payment'" "Conspiracy19" 5;
"Illicitly deregister 'Direct debit / collect debtors'" "Conspiracy19" 3000;
"Illicitly produce 'Maintenance supplies'" "Conspiracy19" 50;
"Illicitly consume 'Durable maintenance resources'" "Conspiracy19" 105;
"Sales" "Conspiracy19" 5;
"Maintenance visit" "Conspiracy19" 25;
"Payment to creditors" "Conspiracy19" 1500;
"Purchase maintenance tools and transport" "Conspiracy19" 26;
"Purchase other maintenance resources" "Conspiracy19" 5;
"Labor & salary payment" "Conspiracy19" 5;
"Direct debit / collect debtors" "Conspiracy19" 3000;
"Illicitly deregister 'Sales'" "Conspiracy20" 1;
"Illicitly deregister 'Maintenance visit'" "Conspiracy20" 5;
"Illicitly deregister 'Payment to creditors'" "Conspiracy20" 300;
"Illicitly deregister 'Purchase maintenance tools and transport'" "Conspiracy20" 1;
"Illicitly deregister 'Purchase other maintenance resources'" "Conspiracy20" 1;
"Illicitly deregister 'Labor & salary payment'" "Conspiracy20" 1;
"Illicitly deregister 'Direct debit / collect debtors'" "Conspiracy20" 600;
"Illicitly produce 'Maintenance supplies'" "Conspiracy20" 10;
"Illicitly produce 'Creditors'" "Conspiracy20" 210;
"Sales" "Conspiracy20" 1;
"Maintenance visit" "Conspiracy20" 5;
"Payment to creditors" "Conspiracy20" 300;
"Purchase maintenance tools and transport" "Conspiracy20" 1;
"Purchase other maintenance resources" "Conspiracy20" 1;
"Labor & salary payment" "Conspiracy20" 1;
"Direct debit / collect debtors" "Conspiracy20" 600;
"Illicitly deregister 'Purchase maintenance supplies'" "Conspiracy21" 7;
"Illicitly deregister 'Sales'" "Conspiracy21" 2;
"Illicitly deregister 'Maintenance visit'" "Conspiracy21" 10;
"Illicitly deregister 'Payment to creditors'" "Conspiracy21" 600;
"Illicitly deregister 'Purchase maintenance tools and transport'" "Conspiracy21" 2;
"Illicitly deregister 'Purchase other maintenance resources'" "Conspiracy21" 2;
"Illicitly deregister 'Labor & salary payment'" "Conspiracy21" 2;
"Illicitly deregister 'Direct debit / collect debtors'" "Conspiracy21" 1200;
"Illicitly consume 'Maintenance supplies'" "Conspiracy21" 50;
"Purchase maintenance supplies" "Conspiracy21" 7;
"Sales" "Conspiracy21" 2;
"Maintenance visit" "Conspiracy21" 10;
"Payment to creditors" "Conspiracy21" 600;
"Purchase maintenance tools and transport" "Conspiracy21" 2;
"Purchase other maintenance resources" "Conspiracy21" 2;
"Labor & salary payment" "Conspiracy21" 2;
"Direct debit / collect debtors" "Conspiracy21" 1200;
"Illicitly deregister 'Sales'" "Conspiracy22" 1;
"Illicitly deregister 'Maintenance visit'" "Conspiracy22" 5;
"Illicitly deregister 'Purchase maintenance tools and transport'" "Conspiracy22" 1;
"Illicitly deregister 'Purchase other maintenance resources'" "Conspiracy22" 1;
"Illicitly deregister 'Labor & salary payment'" "Conspiracy22" 1;
"Illicitly deregister 'Direct debit / collect debtors'" "Conspiracy22" 600;
"Illicitly consume 'Cash / bank'" "Conspiracy22" 300;
"Illicitly produce 'Maintenance supplies'" "Conspiracy22" 10;
"Illicitly consume 'Creditors'" "Conspiracy22" 90;
"Sales" "Conspiracy22" 1;
"Maintenance visit" "Conspiracy22" 5;
"Purchase maintenance tools and transport" "Conspiracy22" 1;
"Purchase other maintenance resources" "Conspiracy22" 1;
"Labor & salary payment" "Conspiracy22" 1;
"Direct debit / collect debtors" "Conspiracy22" 600;
"Illicitly deregister 'Sales'" "Conspiracy23" 1;
"Illicitly deregister 'Maintenance visit'" "Conspiracy23" 5;
"Illicitly deregister 'Purchase maintenance tools and transport'" "Conspiracy23" 1;
"Illicitly deregister 'Purchase other maintenance resources'" "Conspiracy23" 1;
"Illicitly deregister 'Labor & salary payment'" "Conspiracy23" 1;
"Illicitly deregister 'Direct debit / collect debtors'" "Conspiracy23" 300;
"Illicitly produce 'Maintenance supplies'" "Conspiracy23" 10;
"Illicitly consume 'Creditors'" "Conspiracy23" 90;
"Illicitly consume 'Debtors'" "Conspiracy23" 300;
"Sales" "Conspiracy23" 1;
"Maintenance visit" "Conspiracy23" 5;
"Purchase maintenance tools and transport" "Conspiracy23" 1;
"Purchase other maintenance resources" "Conspiracy23" 1;
"Labor & salary payment" "Conspiracy23" 1;
"Direct debit / collect debtors" "Conspiracy23" 300;
"Illicitly deregister 'Sales'" "Conspiracy24" 1;
"Illicitly deregister 'Maintenance visit'" "Conspiracy24" 5;
"Illicitly deregister 'Purchase maintenance tools and transport'" "Conspiracy24" 1;
"Illicitly deregister 'Purchase other maintenance resources'" "Conspiracy24" 1;
"Illicitly deregister 'Labor & salary payment'" "Conspiracy24" 1;
"Illicitly produce 'Cash / bank'" "Conspiracy24" 300;
"Illicitly produce 'Maintenance supplies'" "Conspiracy24" 10;
"Illicitly consume 'Creditors'" "Conspiracy24" 90;
"Illicitly consume 'Debtors'" "Conspiracy24" 600;
"Sales" "Conspiracy24" 1;
"Maintenance visit" "Conspiracy24" 5;
"Purchase maintenance tools and transport" "Conspiracy24" 1;
"Purchase other maintenance resources" "Conspiracy24" 1;
"Labor & salary payment" "Conspiracy24" 1;
"Illicitly deregister 'Sales'" "Conspiracy25" 1;
"Illicitly deregister 'Maintenance visit'" "Conspiracy25" 5;
"Illicitly deregister 'Payment to creditors'" "Conspiracy25" 600;
"Illicitly deregister 'Purchase maintenance tools and transport'" "Conspiracy25" 12;
"Illicitly deregister 'Direct debit / collect debtors'" "Conspiracy25" 600;
"Illicitly produce 'Maintenance supplies'" "Conspiracy25" 10;
"Illicitly consume 'Durable maintenance resources'" "Conspiracy25" 55;
"Illicitly produce 'Other maintenance resources'" "Conspiracy25" 5;
"Illicitly produce 'Maintenance man-hours'" "Conspiracy25" 15;
"Sales" "Conspiracy25" 1;
"Maintenance visit" "Conspiracy25" 5;
"Payment to creditors" "Conspiracy25" 600;
"Purchase maintenance tools and transport" "Conspiracy25" 12;
"Direct debit / collect debtors" "Conspiracy25" 600;
"Illicitly deregister 'Sales'" "Conspiracy26" 1;
"Illicitly deregister 'Maintenance visit'" "Conspiracy26" 5;
"Illicitly deregister 'Payment to creditors'" "Conspiracy26" 600;
"Illicitly deregister 'Purchase maintenance tools and transport'" "Conspiracy26" 1;
"Illicitly deregister 'Direct debit / collect debtors'" "Conspiracy26" 600;
"Illicitly produce 'Maintenance supplies'" "Conspiracy26" 10;
"Illicitly produce 'Creditors'" "Conspiracy26" 550;
"Illicitly produce 'Other maintenance resources'" "Conspiracy26" 5;
"Illicitly produce 'Maintenance man-hours'" "Conspiracy26" 15;
"Sales" "Conspiracy26" 1;
"Maintenance visit" "Conspiracy26" 5;
"Payment to creditors" "Conspiracy26" 600;
"Purchase maintenance tools and transport" "Conspiracy26" 1;
"Direct debit / collect debtors" "Conspiracy26" 600;
"Illicitly deregister 'Purchase maintenance supplies'" "Conspiracy27" 55;
"Illicitly deregister 'Sales'" "Conspiracy27" 6;
"Illicitly deregister 'Maintenance visit'" "Conspiracy27" 30;
"Illicitly deregister 'Payment to creditors'" "Conspiracy27" 3600;
"Illicitly deregister 'Purchase maintenance tools and transport'" "Conspiracy27" 6;
"Illicitly deregister 'Direct debit / collect debtors'" "Conspiracy27" 3600;
"Illicitly consume 'Maintenance supplies'" "Conspiracy27" 490;
"Illicitly produce 'Other maintenance resources'" "Conspiracy27" 30;
"Illicitly produce 'Maintenance man-hours'" "Conspiracy27" 90;
"Purchase maintenance supplies" "Conspiracy27" 55;
"Sales" "Conspiracy27" 6;
"Maintenance visit" "Conspiracy27" 30;
"Payment to creditors" "Conspiracy27" 3600;
"Purchase maintenance tools and transport" "Conspiracy27" 6;
"Direct debit / collect debtors" "Conspiracy27" 3600;
"Illicitly deregister 'Sales'" "Conspiracy28" 1;
"Illicitly deregister 'Maintenance visit'" "Conspiracy28" 5;
"Illicitly deregister 'Purchase maintenance tools and transport'" "Conspiracy28" 1;
"Illicitly deregister 'Direct debit / collect debtors'" "Conspiracy28" 600;
"Illicitly consume 'Cash / bank'" "Conspiracy28" 600;
"Illicitly produce 'Maintenance supplies'" "Conspiracy28" 10;
"Illicitly consume 'Creditors'" "Conspiracy28" 50;
"Illicitly produce 'Other maintenance resources'" "Conspiracy28" 5;
"Illicitly produce 'Maintenance man-hours'" "Conspiracy28" 15;
"Sales" "Conspiracy28" 1;
"Maintenance visit" "Conspiracy28" 5;
"Purchase maintenance tools and transport" "Conspiracy28" 1;
"Direct debit / collect debtors" "Conspiracy28" 600;
"Illicitly deregister 'Sales'" "Conspiracy29" 1;
"Illicitly deregister 'Maintenance visit'" "Conspiracy29" 5;
"Illicitly deregister 'Purchase maintenance tools and transport'" "Conspiracy29" 1;
"Illicitly produce 'Maintenance supplies'" "Conspiracy29" 10;
"Illicitly consume 'Creditors'" "Conspiracy29" 50;
"Illicitly produce 'Other maintenance resources'" "Conspiracy29" 5;
"Illicitly produce 'Maintenance man-hours'" "Conspiracy29" 15;
"Illicitly consume 'Debtors'" "Conspiracy29" 600;
"Sales" "Conspiracy29" 1;
"Maintenance visit" "Conspiracy29" 5;
"Purchase maintenance tools and transport" "Conspiracy29" 1;
"Illicitly deregister 'Sales'" "Conspiracy30" 1;
"Illicitly deregister 'Maintenance visit'" "Conspiracy30" 5;
"Illicitly deregister 'Payment to creditors'" "Conspiracy30" 300;
"Illicitly deregister 'Purchase maintenance tools and transport'" "Conspiracy30" 6;
"Illicitly deregister 'Labor & salary payment'" "Conspiracy30" 1;
"Illicitly deregister 'Direct debit / collect debtors'" "Conspiracy30" 600;
"Illicitly produce 'Maintenance supplies'" "Conspiracy30" 10;
"Illicitly consume 'Durable maintenance resources'" "Conspiracy30" 25;
"Illicitly produce 'Other maintenance resources'" "Conspiracy30" 5;
"Sales" "Conspiracy30" 1;
"Maintenance visit" "Conspiracy30" 5;
"Payment to creditors" "Conspiracy30" 300;
"Purchase maintenance tools and transport" "Conspiracy30" 6;
"Labor & salary payment" "Conspiracy30" 1;
"Direct debit / collect debtors" "Conspiracy30" 600;
"Illicitly deregister 'Sales'" "Conspiracy31" 1;
"Illicitly deregister 'Maintenance visit'" "Conspiracy31" 5;
"Illicitly deregister 'Payment to creditors'" "Conspiracy31" 300;
"Illicitly deregister 'Purchase maintenance tools and transport'" "Conspiracy31" 1;
"Illicitly deregister 'Labor & salary payment'" "Conspiracy31" 1;
"Illicitly deregister 'Direct debit / collect debtors'" "Conspiracy31" 600;
"Illicitly produce 'Maintenance supplies'" "Conspiracy31" 10;
"Illicitly produce 'Creditors'" "Conspiracy31" 250;
"Illicitly produce 'Other maintenance resources'" "Conspiracy31" 5;
"Sales" "Conspiracy31" 1;
"Maintenance visit" "Conspiracy31" 5;
"Payment to creditors" "Conspiracy31" 300;
"Purchase maintenance tools and transport" "Conspiracy31" 1;
"Labor & salary payment" "Conspiracy31" 1;
"Direct debit / collect debtors" "Conspiracy31" 600;
"Illicitly deregister 'Purchase maintenance supplies'" "Conspiracy32" 25;
"Illicitly deregister 'Sales'" "Conspiracy32" 6;
"Illicitly deregister 'Maintenance visit'" "Conspiracy32" 30;
"Illicitly deregister 'Payment to creditors'" "Conspiracy32" 1800;
"Illicitly deregister 'Purchase maintenance tools and transport'" "Conspiracy32" 6;
"Illicitly deregister 'Labor & salary payment'" "Conspiracy32" 6;
"Illicitly deregister 'Direct debit / collect debtors'" "Conspiracy32" 3600;
"Illicitly consume 'Maintenance supplies'" "Conspiracy32" 190;
"Illicitly produce 'Other maintenance resources'" "Conspiracy32" 30;
"Purchase maintenance supplies" "Conspiracy32" 25;
"Sales" "Conspiracy32" 6;
"Maintenance visit" "Conspiracy32" 30;
"Payment to creditors" "Conspiracy32" 1800;
"Purchase maintenance tools and transport" "Conspiracy32" 6;
"Labor & salary payment" "Conspiracy32" 6;
"Direct debit / collect debtors" "Conspiracy32" 3600;
"Illicitly deregister 'Sales'" "Conspiracy33" 1;
"Illicitly deregister 'Maintenance visit'" "Conspiracy33" 5;
"Illicitly deregister 'Purchase maintenance tools and transport'" "Conspiracy33" 1;
"Illicitly deregister 'Labor & salary payment'" "Conspiracy33" 1;
"Illicitly deregister 'Direct debit / collect debtors'" "Conspiracy33" 600;
"Illicitly consume 'Cash / bank'" "Conspiracy33" 300;
"Illicitly produce 'Maintenance supplies'" "Conspiracy33" 10;
"Illicitly consume 'Creditors'" "Conspiracy33" 50;
"Illicitly produce 'Other maintenance resources'" "Conspiracy33" 5;
"Sales" "Conspiracy33" 1;
"Maintenance visit" "Conspiracy33" 5;
"Purchase maintenance tools and transport" "Conspiracy33" 1;
"Labor & salary payment" "Conspiracy33" 1;
"Direct debit / collect debtors" "Conspiracy33" 600;
"Illicitly deregister 'Sales'" "Conspiracy34" 1;
"Illicitly deregister 'Maintenance visit'" "Conspiracy34" 5;
"Illicitly deregister 'Purchase maintenance tools and transport'" "Conspiracy34" 1;
"Illicitly deregister 'Labor & salary payment'" "Conspiracy34" 1;
"Illicitly deregister 'Direct debit / collect debtors'" "Conspiracy34" 300;
"Illicitly produce 'Maintenance supplies'" "Conspiracy34" 10;
"Illicitly consume 'Creditors'" "Conspiracy34" 50;
"Illicitly produce 'Other maintenance resources'" "Conspiracy34" 5;
"Illicitly consume 'Debtors'" "Conspiracy34" 300;
"Sales" "Conspiracy34" 1;
"Maintenance visit" "Conspiracy34" 5;
"Purchase maintenance tools and transport" "Conspiracy34" 1;
"Labor & salary payment" "Conspiracy34" 1;
"Direct debit / collect debtors" "Conspiracy34" 300;
"Illicitly deregister 'Sales'" "Conspiracy35" 1;
"Illicitly deregister 'Maintenance visit'" "Conspiracy35" 5;
"Illicitly deregister 'Purchase maintenance tools and transport'" "Conspiracy35" 1;
"Illicitly deregister 'Labor & salary payment'" "Conspiracy35" 1;
"Illicitly produce 'Cash / bank'" "Conspiracy35" 300;
"Illicitly produce 'Maintenance supplies'" "Conspiracy35" 10;
"Illicitly consume 'Creditors'" "Conspiracy35" 50;
"Illicitly produce 'Other maintenance resources'" "Conspiracy35" 5;
"Illicitly consume 'Debtors'" "Conspiracy35" 600;
"Sales" "Conspiracy35" 1;
"Maintenance visit" "Conspiracy35" 5;
"Purchase maintenance tools and transport" "Conspiracy35" 1;
"Labor & salary payment" "Conspiracy35" 1;
"Illicitly deregister 'Sales'" "Conspiracy36" 1;
"Illicitly deregister 'Maintenance visit'" "Conspiracy36" 10;
"Illicitly deregister 'Purchase maintenance tools and transport'" "Conspiracy36" 2;
"Illicitly deregister 'Purchase other maintenance resources'" "Conspiracy36" 2;
"Illicitly deregister 'Labor & salary payment'" "Conspiracy36" 2;
"Illicitly deregister 'Direct debit / collect debtors'" "Conspiracy36" 600;
"Illicitly produce 'Yearly contracts'" "Conspiracy36" 5;
"Illicitly produce 'Maintenance supplies'" "Conspiracy36" 20;
"Illicitly consume 'Creditors'" "Conspiracy36" 180;
"Sales" "Conspiracy36" 1;
"Maintenance visit" "Conspiracy36" 10;
"Purchase maintenance tools and transport" "Conspiracy36" 2;
"Purchase other maintenance resources" "Conspiracy36" 2;
"Labor & salary payment" "Conspiracy36" 2;
"Direct debit / collect debtors" "Conspiracy36" 600;
"Illicitly deregister 'Maintenance visit'" "Conspiracy37" 5;
"Illicitly deregister 'Purchase maintenance tools and transport'" "Conspiracy37" 1;
"Illicitly deregister 'Purchase other maintenance resources'" "Conspiracy37" 1;
"Illicitly deregister 'Labor & salary payment'" "Conspiracy37" 1;
"Illicitly deregister 'Direct debit / collect debtors'" "Conspiracy37" 300;
"Illicitly produce 'Yearly contracts'" "Conspiracy37" 5;
"Illicitly produce 'Maintenance supplies'" "Conspiracy37" 10;
"Illicitly consume 'Creditors'" "Conspiracy37" 90;
"Illicitly produce 'Debtors'" "Conspiracy37" 300;
"Maintenance visit" "Conspiracy37" 5;
"Purchase maintenance tools and transport" "Conspiracy37" 1;
"Purchase other maintenance resources" "Conspiracy37" 1;
"Labor & salary payment" "Conspiracy37" 1;
"Direct debit / collect debtors" "Conspiracy37" 300;
"Illicitly deregister 'Sales'" "Conspiracy38" 1;
"Illicitly deregister 'Maintenance visit'" "Conspiracy38" 10;
"Illicitly deregister 'Purchase maintenance tools and transport'" "Conspiracy38" 2;
"Illicitly deregister 'Labor & salary payment'" "Conspiracy38" 2;
"Illicitly deregister 'Direct debit / collect debtors'" "Conspiracy38" 600;
"Illicitly produce 'Yearly contracts'" "Conspiracy38" 5;
